#{"t_start": 1695213136.580772, "env_id": null}
r,l,t
-8.644802,7,187.558613
-91.598862,19,187.592613
-12.598198,6,187.677864
-56.763099,16,187.709864
-2.995941,4,187.780372
-2.624623,4,187.798372
2.164804,1,187.815372
-32.177603,11,187.825375
-16.16272,6,187.875148
-37.040511,9,187.904148
-42.768508,14,187.949659
-74.672982,17,188.018657
-41.799975,14,188.097165
1.775178,1,188.161674
-119.019442,22,188.180675
-1.013103,2,188.272185
-11.300379,5,188.283185
-1.268967,3,188.305185
-14.203876,7,188.323185
-1.689684,3,188.356694
-46.733543,15,188.373694
-0.411207,3,188.436697
-33.039165,9,188.451204
-8.234196,5,188.497202
3.173259,1,188.517202
-3.553033,4,188.524202
-33.749668,8,188.546345
-49.183666,15,188.586697
-7.536598,6,188.654205
-20.812965,9,188.681205
2.885344,1,188.722206
-58.681394,11,188.730209
-1.058399,3,188.778887
-127.370918,22,188.797889
-93.097717,20,188.901395
-9.98255,6,188.988903
-31.801216,12,189.017903
-18.633296,8,189.071411
1.433684,1,189.107411
1.430889,1,189.113411
-15.024016,8,189.119411
-17.224642,8,189.155919
-2.201471,4,189.193187
0.519889,1,189.211188
-8.796959,5,189.218187
-8.090185,6,189.243695
-18.447928,6,189.271695
0.938466,1,189.301695
-45.385635,14,189.315696
-66.133459,17,189.387205
-16.887523,6,189.468712
-5.599526,5,189.494713
-0.172272,3,189.517713
2.634227,1,189.528715
0.108975,3,189.536716
-4.803402,4,189.551221
-25.800976,7,189.573221
-41.556674,9,189.607221
-75.721213,17,189.65273
-58.332937,15,189.728077
-8.146339,5,189.787582
-47.371453,15,189.814582
-17.153355,9,189.885099
-22.200314,9,189.926102
0.822638,1,189.962607
-44.676841,9,189.974608
-1.079664,3,190.012608
-28.889946,11,190.03261
-64.769012,17,190.083116
-11.117431,5,190.158625
-3.372628,4,190.180626
-20.295226,6,190.204104
-7.336538,6,190.234107
-23.353756,10,190.262613
-18.849925,7,190.312613
-9.049499,5,190.352123
-26.661754,12,190.377121
4.322441,1,190.428124
2.943738,1,190.436124
-7.240044,5,190.44263
-31.936689,12,190.471629
-43.804539,9,190.525629
-137.30242,24,190.578598
-4.350939,5,190.681108
-133.268709,23,190.713107
-9.273935,5,190.810615
-9.753674,5,190.838098
0.995055,1,190.859727
-51.268691,14,190.870727
-14.994684,6,190.92873
-36.772473,9,190.957752
-2.574126,5,190.997751
2.874752,1,191.019752
-39.211737,13,191.026754
-7.238324,5,191.086298
-1.211267,3,191.106298
0.325424,2,191.121298
-28.050574,8,191.1323
-51.14543,10,191.169806
-1.770586,3,191.212806
4.409904,1,191.223806
-26.460298,9,191.232809
-11.439687,7,191.276317
-0.779502,3,191.308317
-37.987148,9,191.323317
-110.033894,20,191.367835
-2.824644,3,191.455344
0.948443,1,191.466344
-64.917699,16,191.478344
-30.198151,8,191.543852
-108.010165,22,191.589852
-0.342099,2,191.687361
-23.841877,8,191.70336
-33.64643,9,191.741868
-11.337449,5,191.782979
-76.095229,18,191.811979
-44.289499,9,191.890501
-40.382728,9,191.929888
-45.690867,10,191.973394
-30.6324,12,192.023394
4.611776,1,192.074026
-95.219771,20,192.089026
-21.187906,9,192.178534
-23.447586,7,192.219534
4.893976,1,192.247044
-0.620853,2,192.254043
3.207945,1,192.265042
-39.385441,9,192.273042
4.185041,1,192.318042
-5.518205,4,192.322042
4.256301,1,192.342239
-15.56617,6,192.352238
-40.815698,9,192.384238
-4.970766,5,192.42324
-38.627205,9,192.452732
0.693488,2,192.496466
-120.517199,21,192.513467
-40.538942,9,192.603975
-99.200976,21,192.650482
-6.140026,5,192.754002
-93.624163,19,192.781457
0.226646,2,192.858965
-10.10552,6,192.870966
-101.309152,20,192.904965
-19.044228,9,192.988472
-2.657131,5,193.030476
-20.726859,8,193.058982
-36.192563,12,193.100982
-56.50844,15,193.105982
-19.606084,7,193.107981
-49.840715,10,193.111982
-3.059869,4,193.113982
2.835768,1,193.115983
4.624505,1,193.129986
0.806065,1,193.136985
-76.857283,18,193.149491
-0.713121,3,193.22649
0.980259,2,193.240493
-58.051151,11,193.252999
-8.95804,7,193.305274
2.365398,1,193.335743
-43.506244,14,193.34425
-96.027686,20,193.40925
-13.057311,7,193.504758
-137.150531,23,193.544266
-6.486148,6,193.638482
-39.195887,13,193.670988
-110.295853,21,193.740991
-18.262392,8,193.829499
-34.810622,8,193.865005
-4.328703,5,193.903005
-32.899524,11,193.937009
-0.336459,2,193.986335
-33.011971,8,193.997335
-25.497892,11,194.034338
1.623286,1,194.087843
-21.627343,7,194.093843
1.637878,1,194.124843
-15.220397,6,194.129846
-111.130997,21,194.166353
-46.886694,14,194.273371
4.182229,1,194.340374
1.861983,1,194.34488
4.675265,1,194.35288
-5.185652,5,194.35788
-42.291471,14,194.39278
-4.676114,4,194.466211
-14.864263,8,194.49321
-21.703097,7,194.544723
-11.979578,8,194.582722
0.428416,1,194.620723
2.119937,1,194.629725
-21.113115,9,194.636726
-21.834353,9,194.688234
-51.745942,14,194.738238
4.721298,1,194.817746
-23.574153,7,194.82775
-106.522261,20,194.866256
-1.986515,3,194.960913
-28.08991,10,194.983218
-7.189622,6,195.032014
-2.825223,5,195.064368
-8.056596,6,195.087804
-21.503274,10,195.121174
-13.035604,6,195.169231
-6.75926,5,195.19914
-2.101164,3,195.224615
-72.67148,18,195.246406
-36.722455,12,195.336419
-15.301542,8,195.39344
-118.324421,21,195.434442
1.948329,1,195.525188
0.546979,1,195.52819
-3.014398,3,195.53519
0.304409,1,195.545697
-0.620686,3,195.553695
-25.515011,11,195.571695
-1.862265,4,195.623695
-24.737358,7,195.645204
-8.738274,5,195.680206
-16.435281,7,195.706396
1.878243,1,195.737067
0.536738,2,195.743573
-31.126884,8,195.758574
-116.409585,22,195.804573
-25.509493,8,195.900082
-21.286463,10,195.937085
-20.252562,6,195.98359
-3.464943,3,196.009589
4.744035,1,196.022074
-0.350105,2,196.02909
-0.186071,3,196.039076
1.15778,1,196.050939
-124.300774,23,196.071939
-0.374297,2,196.171448
-4.823804,6,196.185691
4.397956,1,196.21869
-13.097322,6,196.22769
-5.391147,5,196.258198
2.76633,1,196.285199
-4.127812,4,196.293324
-20.771561,8,196.317768
-15.812454,6,196.356276
-90.359719,19,196.401277
-37.844203,12,196.547254
-63.439644,16,196.619536
-2.687356,4,196.702559
-3.107286,3,196.731563
-13.868415,6,196.753649
-21.907484,7,196.788647
-5.00346,4,196.824647
-37.525247,10,196.849707
0.313248,1,196.898243
2.575397,1,196.905248
-5.682795,5,196.910247
-4.224136,4,196.941295
-2.817526,4,196.962266
-10.381717,5,196.986701
-45.01148,11,197.014012
-22.76608,9,197.070997
-5.505332,5,197.113868
-8.59942,6,197.139873
-31.219032,8,197.169157
-32.401356,8,197.212157
3.945365,1,197.245666
-12.687606,7,197.252666
0.867243,1,197.28299
2.735785,1,197.28699
-17.259518,9,197.29599
-39.48592,10,197.3391
-111.059856,22,197.388606
-13.192769,7,197.484135
4.078217,1,197.514135
-31.638279,10,197.521135
-17.30595,7,197.562643
0.598172,2,197.595643
-50.562881,15,197.610643
-2.284876,3,197.671151
-61.005463,15,197.691151
-130.130638,23,197.765661
-4.989399,4,197.861169
-28.521999,10,197.881169
-14.253317,6,197.923169
-18.468639,7,197.954738
-17.025583,6,197.985738
-32.42688,8,198.013738
-26.246628,11,198.050246
-139.900575,22,198.106246
-44.088969,14,198.208261
-3.464087,3,198.26877
-63.053121,19,198.28677
2.511513,1,198.371828
-79.197043,19,198.384828
-29.000464,8,198.471336
-37.762915,9,198.509336
-12.150174,6,198.551854
0.247032,2,198.581367
-10.183399,5,198.59137
1.427067,1,198.616369
3.334323,1,198.622382
-51.818675,15,198.637373
-12.10862,5,198.715154
2.516701,1,198.737158
-5.180268,4,198.742158
-25.888817,9,198.764663
-2.967188,5,198.809663
-3.878697,4,198.831666
-46.796887,15,198.859174
1.01739,1,198.924466
-20.094365,8,198.93047
-38.417115,13,198.969755
-25.946683,11,199.033289
-20.430962,9,199.085495
-10.953567,5,199.124495
-39.589247,9,199.147003
-0.59976,3,199.192003
4.44173,1,199.205003
-48.465837,15,199.217004
-50.514642,10,199.280512
-18.3241,7,199.327959
1.492936,1,199.362783
1.624888,1,199.366783
0.869818,1,199.372783
-3.618402,4,199.377783
-13.643264,8,199.402783
-25.613117,8,199.448295
0.96631,2,199.480306
-57.297146,15,199.498295
0.360595,1,199.561424
-141.765209,23,199.573425
-21.499759,9,199.673935
-97.0237,20,199.723313
-56.99422,14,199.808833
-53.831749,11,199.873342
-13.189154,7,199.922584
-17.108294,7,199.955093
-15.675702,9,199.994304
0.924515,1,200.030321
-29.880397,8,200.03933
-96.542128,21,200.090076
1.856704,1,200.179195
-14.210496,7,200.187195
-33.006941,12,200.223195
-12.860311,6,200.290633
-14.431537,6,200.317632
-61.53262,16,200.34814
-0.251119,2,200.415607
-3.863385,4,200.427608
0.131675,1,200.446115
-9.368215,6,200.455119
-17.176642,7,200.485494
-2.922284,3,200.514494
3.676695,1,200.532497
3.44038,1,200.536497
-47.397312,13,200.54815
-36.679739,11,200.612149
0.64519,2,200.662759
-73.834407,12,200.675747
-20.63185,9,200.729762
1.660253,1,200.769772
-26.748303,11,200.780771
-38.322425,9,200.82777
-52.693354,16,200.872761
-41.159163,9,200.944765
-0.974127,3,200.98327
-20.733582,7,201.00027
0.799971,1,201.02827
1.331218,1,201.035275
-0.962527,3,201.039274
-143.362584,23,201.065463
-5.997607,4,201.161423
-55.033916,16,201.185424
2.561924,1,201.254933
-89.291826,19,201.268933
-31.347574,12,201.347441
-93.385862,19,201.411441
-22.104051,9,201.493663
-10.261098,7,201.531172
-37.968363,9,201.56268
-5.371058,5,201.602989
2.270771,1,201.625968
-6.693416,4,201.630969
-7.779411,5,201.649477
0.702863,1,201.672477
0.095341,1,201.675477
-5.511101,4,201.685477
-3.884038,4,201.704477
-6.73212,5,201.724477
-101.683703,21,201.754989
-18.417104,7,201.847612
-18.595814,7,201.877627
-56.507506,16,201.917614
-37.038225,12,201.987637
-32.701398,12,202.04564
-19.387508,7,202.103146
-31.053244,8,202.13729
-3.565641,4,202.172743
-2.908163,3,202.190743
-15.289058,7,202.206743
-19.472034,7,202.240748
-16.525419,7,202.276256
-1.749967,3,202.305425
-56.280124,15,202.326425
0.786727,1,202.391454
4.435907,1,202.397454
0.53257,1,202.400454
2.722936,1,202.407454
-41.246627,14,202.419457
-8.369131,5,202.479965
-1.698382,3,202.504158
-0.199895,2,202.518158
2.143757,1,202.531158
-24.181973,7,202.541161
1.553001,1,202.573666
-22.526923,8,202.582666
-53.352831,15,202.624666
0.227944,1,202.688429
-11.68044,9,202.698429
-39.194013,9,202.737432
-38.048749,14,202.785545
-59.290833,15,202.849752
-30.416798,12,202.914775
-30.378047,8,202.966283
-0.514216,3,203.003018
-57.827788,16,203.024019
-145.478765,25,203.101811
-27.748916,11,203.210881
-35.780753,8,203.271596
-25.215615,11,203.310407
-77.96433,17,203.360914
-24.005083,7,203.436935
0.927399,1,203.471233
2.167093,1,203.478233
-55.954902,11,203.489233
-35.467973,8,203.545252
-20.619394,10,203.588132
-29.800502,8,203.632132
-24.311687,11,203.672641
-74.275228,18,203.722641
-29.078993,9,203.803192
-18.734165,6,203.843594
-8.529898,6,203.869719
-22.174125,8,203.896719
-38.955514,9,203.936017
0.029306,1,203.977527
2.340543,1,203.983525
-1.283977,3,203.987525
-43.730573,13,204.007526
-1.935663,4,204.06508
0.447906,1,204.084079
-52.014014,15,204.095079
-0.523411,3,204.157849
-14.779862,9,204.175849
0.187284,2,204.212095
-9.481105,5,204.221564
-6.746621,5,204.246567
-4.351524,4,204.269522
-59.768882,17,204.292522
0.376939,2,204.362483
-30.455799,12,204.378483
-32.731258,12,204.439486
-36.074207,8,204.491777
-76.217704,18,204.531777
-69.653011,16,204.620166
3.584968,1,204.684808
-124.379937,23,204.695808
-25.912665,9,204.798609
-71.612427,17,204.847613
-9.90377,5,204.92814
-9.081171,7,204.951632
-24.228307,7,204.988642
-4.336067,4,205.023642
-30.507675,9,205.044644
-7.44028,5,205.085119
-47.790636,15,205.10912
-25.783701,8,205.180641
-6.249015,4,205.214641
-45.025717,13,205.238644
-26.082778,11,205.294777
-14.413388,7,205.347269
-17.603171,6,205.376472
-38.195428,9,205.404472
-21.207392,10,205.448475
-1.180618,3,205.495982
2.55214,1,205.509984
-13.011397,7,205.518982
-2.730952,4,205.547985
-6.289644,4,205.568697
-17.258958,8,205.589695
4.317362,1,205.625695
-76.591421,17,205.638698
-66.378261,17,205.720957
-33.449715,8,205.794089
-60.477312,12,205.83109
-61.12381,16,205.887755
-19.451766,10,205.961772
3.163692,1,206.002222
-17.706217,9,206.008222
-63.309506,16,206.05273
2.922323,1,206.122858
1.599214,1,206.125858
0.390403,1,206.131858
-16.535956,6,206.13686
-18.022707,7,206.164959
-23.903155,7,206.200008
-38.979714,13,206.232007
-49.516879,10,206.294181
-26.889774,11,206.345263
-4.486683,4,206.391299
-17.933413,7,206.409299
-26.43838,8,206.442116
3.681302,1,206.480142
-4.118872,5,206.486142
-13.132494,5,206.512143
-1.733555,3,206.532143
-35.460875,8,206.55119
-0.396132,3,206.58719
-24.896522,10,206.60219
-90.505366,19,206.650193
0.10214,1,206.736237
-22.978883,10,206.743237
-8.472641,7,206.78728
-58.471162,11,206.821618
-19.087315,10,206.882128
-0.446314,3,206.92838
-15.684352,9,206.945383
0.742195,1,206.98245
-24.461548,8,206.99245
-6.94881,4,207.030052
-20.725853,8,207.05156
-14.11245,7,207.087559
-5.55539,4,207.11856
-100.460767,21,207.144562
-31.305709,12,207.239613
-83.681613,20,207.296802
-32.492315,8,207.396625
-39.145181,9,207.436627
-1.615766,3,207.478642
0.65213,1,207.494643
-2.98352,3,207.499642
-70.859765,18,207.523644
3.105159,1,207.598893
-21.764129,7,207.604985
-8.720866,5,207.642948
-9.118662,5,207.666722
-3.955008,4,207.689722
-32.696884,8,207.713722
-2.85312,4,207.714722
-21.010016,8,207.717721
-15.682004,7,207.719722
2.325251,1,207.720722
-173.111465,27,207.732724
-97.548887,20,207.873742
-36.226816,9,207.965714
-42.491563,9,208.005713
-6.799561,5,208.057066
-1.146725,3,208.086442
0.150349,2,208.098442
-48.670437,14,208.112444
-135.011234,23,208.181951
-12.43185,7,208.288682
2.764219,1,208.320683
-40.924049,9,208.331682
-27.171458,8,208.37619
-32.253896,12,208.42072
-10.913456,8,208.481673
-0.303113,2,208.521673
-3.631509,3,208.533672
-10.611221,5,208.552184
3.699484,1,208.574183
-33.683917,8,208.584183
-44.72687,13,208.622427
-33.266622,10,208.682963
-11.88111,6,208.730965
2.848498,1,208.76047
-103.765045,20,208.77447
-20.135622,10,208.864477
1.853606,1,208.907477
3.86863,1,208.910477
-10.383649,6,208.918477
0.432504,1,208.947481
-1.660553,3,208.951983
-63.760935,12,208.973986
-35.16715,12,209.030613
4.048638,1,209.08802
-15.770449,6,209.09402
-2.139406,4,209.12102
-73.914426,18,209.145022
-1.245132,4,209.231627
-2.182516,3,209.259926
-79.573639,18,209.284066
-12.814606,8,209.37058
0.176317,1,209.408133
3.441836,1,209.412133
-18.744959,6,209.423283
0.328041,2,209.45683
-91.037577,20,209.476828
-2.994333,5,209.600864
-59.116896,16,209.631864
-3.469885,4,209.714601
-12.104459,8,209.739604
-34.841619,8,209.78311
-44.554688,12,209.826363
-15.465389,9,209.887305
-11.467231,7,209.938798
-133.639338,22,209.977305
-14.592136,7,210.072814
-37.976326,10,210.108215
-10.98572,7,210.15606
-10.652694,5,210.18706
-9.295755,6,210.216741
0.423391,2,210.245398
-12.179384,7,210.259435
-34.409895,13,210.298389
-28.525347,10,210.35998
-10.371886,5,210.40797
-62.81782,15,210.437981
0.018945,1,210.510006
-15.627014,6,210.516025
-13.486271,6,210.543983
-88.409816,19,210.582785
-23.079879,7,210.680624
1.230932,1,210.709653
-22.895423,9,210.719638
-139.36928,23,210.782285
-32.315945,8,210.897141
-41.392384,12,210.938175
-0.917183,3,210.996337
1.398882,1,211.011667
0.224347,2,211.022771
0.088621,1,211.034771
-47.900198,9,211.041785
-1.353002,3,211.100559
-7.687082,6,211.121559
4.032266,1,211.160617
-12.798335,8,211.172904
-15.225057,8,211.229096
-40.597869,9,211.285239
-39.231833,9,211.335278
-62.448322,16,211.388803
-33.573605,12,211.471944
0.622388,1,211.528702
-21.764549,11,211.536699
0.39368,1,211.594214
0.707024,2,211.599214
-9.669496,7,211.612214
-55.957351,15,211.658692
-4.014442,4,211.724692
-1.067071,3,211.745696
-22.232579,10,211.769223
1.152829,1,211.813206
-137.585194,23,211.826223
1.159875,1,211.931719
1.731245,1,211.934736
-71.055617,17,211.947772
-18.369296,8,212.022325
-17.225459,6,212.062421
-100.788001,20,212.096418
-25.610778,11,212.185018
-53.51653,10,212.23903
0.19076,2,212.288947
2.244207,1,212.298967
-18.979419,9,212.304964
-53.78983,10,212.348047
-23.454264,10,212.398334
-16.622825,9,212.445366
-7.764788,5,212.485941
-27.635524,8,212.510965
-14.248194,7,212.555468
-0.736695,3,212.586497
-5.191447,4,212.60258
-64.880994,16,212.625474
-122.667624,23,212.71472
3.127755,1,212.827316
-98.518702,20,212.84337
-54.237722,15,212.933876
3.227607,1,213.001463
-39.988121,9,213.010464
-23.021129,9,213.049489
-9.817795,7,213.09506
-21.626161,7,213.126061
-13.518406,8,213.161603
-37.268308,13,213.200588
-9.613837,8,213.259171
-3.858734,5,213.295182
-34.22258,8,213.323169
-98.254377,20,213.363768
-43.388659,14,213.450816
1.93245,1,213.514497
-3.670118,4,213.519497
-62.628468,15,213.540479
-8.190531,5,213.604072
-55.562273,15,213.633892
-31.696269,12,213.708497
-0.489372,2,213.760084
-117.508089,22,213.777177
-77.615737,19,213.890702
-1.182569,2,213.969296
-37.164048,9,213.981278
2.299345,1,214.021313
-60.280125,16,214.030295
-151.955233,25,214.113532
-41.652231,9,214.219338
-74.259179,18,214.263942
-34.589011,13,214.352974
3.930844,1,214.410494
-39.441787,9,214.417512
-7.29989,4,214.458119
-0.950122,3,214.48016
-3.334881,4,214.493141
-25.949136,11,214.516231
-13.883243,6,214.566678
-0.614368,2,214.597696
-0.393427,3,214.607696
-34.051942,12,214.624706
-64.625224,17,214.686281
-69.447608,18,214.783795
-3.106194,4,214.873388
-16.373668,7,214.892387
-76.829617,18,214.927389
1.756618,1,215.0059
-27.697496,9,215.014904
3.455896,1,215.050931
-15.182244,7,215.059515
-7.898529,6,215.091783
-0.222786,3,215.123807
-11.828072,6,215.140808
3.5944,1,215.165437
-60.758219,10,215.17242
-0.325448,3,215.219826
1.634886,1,215.234818
2.414785,1,215.238809
-22.740645,10,215.250823
2.290443,1,215.298374
-5.282657,4,215.303377
-62.731803,16,215.327353
-13.278988,6,215.40093
-19.192612,10,215.432947
-6.606744,5,215.479554
-54.371021,10,215.504935
-0.094787,2,215.555966
-7.774755,5,215.566504
-91.776711,20,215.595521
-37.719007,11,215.696107
